# Health care in the 71 places added on 2026-09-24 (every city and township a DDOT or SMART bus reaches, outside
# Detroit, Hamtramck, Highland Park and Dearborn): clinics, dentists, eye care, care in pregnancy, HIV and STI tests,
# mental-health support places, and urgent care. Batch "health", written 2026-09-24.
# Method: every page was read on the organization's own site (or its own page on its county's official site) on
# 2026-09-24, fetched one page at a time with the pipeline's own honest user agent (pipeline/src/page-match.ts
# fetchPage), and each line's phone and street number were then checked on its source_url with the same strict
# matcher `pnpm check:sources` uses (listingOnPage). Web search, and HRSA's public list of health-center sites, were
# used ONLY to find organizations; no fact on any line comes from a search snippet, HRSA's list, or a directory.
# No emergency rooms (another step), no crisis lines, no Detroit Health Department rows.
#
# Notes for the steward:
# - Cost words: a line says "free" only where the owner's page says free or no cost. FQHC lines say "you pay based on
#   your income" only where the owner's page says sliding fee or discounts by income. Every health.urgent line says
#   it is NOT free: Corewell's and Henry Ford-GoHealth's pages say "insurance and self-pay".
# - Facts spread over several pages of one owner's site: the source_url is the page that shows both the phone and the
#   street address; the rest came from the same site:
#   * Western Wayne Family Health Centers: walk-ins, sliding fee and the dental emergency walk-in hours are on
#     wwfhc.org/services/ and wwfhc.org/cost-2/; addresses, phones and each suite's hours on wwfhc.org/locations/.
#     WWFHC's PrEP page (wwfhc.org/prep/) gives no address, so there is no health.sexual line for WWFHC.
#   * Oakland County Health Division: walk-in only, the fees ($10 visit, $12 per vaccine) and "no one will be denied"
#     are on .../public-health-services/clinic-services; what the sexual-health visit covers is on
#     .../clinic-services/sexual-health-services. The SOUTHFIELD phone (248-424-7000) is printed only on
#     .../about/contact-us, so both Southfield lines use that page as source_url.
#   * Macomb County Health Department, St. Clair Shores shots: hours are on .../family-health-services/immunization-clinic,
#     which prints no St. Clair Shores phone; that line uses the Health Department page (address + 586-466-6800).
#   * Honor Community Health: "we serve all patients regardless of ability to pay" and income-based discounts are on
#     honorcommunityhealth.org/honor-cares-program/; school centers "open to non-students" and ages 3-21 are on
#     honorcommunityhealth.org/schoolhealth/.
#   * Wellness Plan: OB/GYN days per site and "underinsured and uninsured" are on wellplan.com (home page);
#     addresses, phones and hours on wellplan.com/contact-locations/.
#   * Downriver Community Clinic: "primary care at no cost" and "proof of employment or school enrollment" are on
#     downrivercommunityclinic.org/about; address and phone on the home page.
#   * Crossroads Clubhouse: "participation is free ... no referral is needed" is on MCCMH's page
#     (mccmh.net/crossroads-clubhouse/), which gives the phone but not the address; the clubhouse's own site has both.
#   * CNS drop-in centers (F.A.I.R., Comfort Zone Unlimited) are listed on cnshealthcare.org/locations as
#     "Consumer-Run Drop-In Centers" with address, phone and hours; the page says nothing about who may come, so
#     both lines say to call first.
# - Rows with NO address, on purpose (a nurse comes to you, or the place is not named on the page): the three county
#   home-visiting lines (health.prenatal) and Oakland's children's vision screening line (its page says "at our
#   offices" without naming one). They carry a phone only. Healthy Families America Wayne's phone is a 313 number and
#   its page names no office; it serves all of Wayne County "including Detroit" - keep or drop as the steward prefers.
# - Two rows share an address with a different organization on purpose: Oakland County's clinic and Honor Community
#   Health both work at 1200 N Telegraph (Pontiac) and 27725 Greenfield (Southfield); Wayne County's public health
#   clinic and Wayne County Healthy Communities (an FQHC) both work at 33030 Van Born (Wayne). Different phones.
# - Macomb's family-planning lines (birth control, pregnancy tests) are health.clinic, a second service at the same
#   Health Department doors as the shots lines, with their own phone and hours.
# - Gary Burnstein Community Health Clinic: its "Become a Patient" page says new-patient applications are paused for
#   30 days (read 2026-09-24); the three lines carry that as a notice. Re-check in late October.
# - Corewell Health Urgent Care - West Bloomfield: its page prints no phone at all, so the line has an address only.
# - Oakland 360 Care Center (Honor's walk-in center) is health.urgent: same-day walk-in care 7 days a week, with the
#   Honor Cares income discount; its page says it does NOT do STI testing.
# Held, not listed (a person could finish these):
# - Health Centers Detroit Foundation, Greenfield Health Center, 23077 Greenfield Ste 400, Southfield: hcdmg.org says
#   "Temporarily Closed Due to Fire".
# - CHASS Westland (35180 Nankin Blvd): on HRSA's list, but chasscenter.org lists only its two Detroit sites.
# - Advantage Health Centers, Warren (12200 E 13 Mile Rd; 4669 E 8 Mile Rd): advantagehealthcenters.org serves a page
#   with almost no text to a script. Needs a person with a browser.
# - Detroit Community Health Connection, Harper Woods (20303 Kelly Rd): no website could be found without search.
# - Family Medical Center of Michigan, Southgate (13101 Allen Rd): no website could be found without search (fmcmi.org
#   is an unrelated site).
# - Authority Health's Anne Mare' Ice Pediatric center: HRSA lists it in Southfield, but authorityhealth.org now gives a
#   Detroit address (12121 Broadstreet), so it is not in this batch.
# - Planned Parenthood (Ferndale and others) and TTI's clubhouse (Oxford, outside the area): not listed. The
#   Planned Parenthood page a script receives has no health-center details.
# - Macomb and Wayne-suburb mental-health drop-in centers besides the ones below: DWIHN's and MCCMH's provider
#   directories are search forms, not pages.
# name | org | category | what | address | city | zip | phone | website | schedule | eligibility | source_url | extras
#
# ---------- Wayne County ----------
Inkster health center | Western Wayne Family Health Centers | health.clinic | See a doctor for check-ups, sick visits and long-term health problems. Walk-ins are often taken; come early. If you have no insurance, you pay based on your income. | 2700 Hamlin Blvd | Inkster | 48141 | 313-561-5100 | https://wwfhc.org/ | Mon 8am-5pm; Tue 8am-7pm; Wed 8am-6pm; Thu 8am-7pm; Fri 8am-5pm | Open to everyone, with or without insurance. Bring a photo ID and insurance cards. If you have no insurance, bring proof of income. | https://wwfhc.org/locations/ | flags=walk_in,sliding_fee,medicaid
Birth control and pregnancy tests in Mount Clemens | Macomb County Health Department | health.clinic | Birth control (pills, shot, ring, patch, implant, IUD, condoms), pregnancy tests, and exams. By appointment only. With no insurance you pay less based on your income, and no one is turned away for not being able to pay. | 43525 Elizabeth Rd | Mount Clemens | 48043 | 586-469-5491 | https://www.macombgov.org/departments/health-department | Mon 8:30am-noon; Tue 10am-6:30pm; Fri 7am-3:30pm | Bring a photo ID and insurance card if you will use insurance. | https://www.macombgov.org/departments/health-department/family-health-services/family-planning | flags=appointment_required,sliding_fee,medicaid
Birth control and pregnancy tests in St. Clair Shores | Macomb County Health Department | health.clinic | Birth control (pills, shot, ring, patch, implant, IUD, condoms), pregnancy tests, and exams. Walk in Wednesdays 9am to noon or 2pm to 4pm, or make an appointment. With no insurance you pay less based on your income, and no one is turned away for not being able to pay. | 25401 Harper Ave | St. Clair Shores | 48081 | 586-469-5491 | https://www.macombgov.org/departments/health-department | Wed 8:30am-5pm | Bring a photo ID and insurance card if you will use insurance. | https://www.macombgov.org/departments/health-department/family-health-services/family-planning | flags=walk_in,sliding_fee,medicaid
Birth control and pregnancy tests in Warren | Macomb County Health Department | health.clinic | Birth control (pills, shot, ring, patch, implant, IUD, condoms), pregnancy tests, and exams. Walk in Thursdays 9am to 11am or 2pm to 4pm, or make an appointment. With no insurance you pay less based on your income, and no one is turned away for not being able to pay. | 27690 Van Dyke | Warren | 48093 | 586-469-5491 | https://www.macombgov.org/departments/health-department | Thu 8:30am-5pm | Bring a photo ID and insurance card if you will use insurance. | https://www.macombgov.org/departments/health-department/family-health-services/family-planning | flags=walk_in,sliding_fee,medicaid
Nurse home visits while pregnant, Macomb County | Macomb County Health Department | health.prenatal | A nurse visits you at home while you are pregnant and after the baby comes: Nurse-Family Partnership, the Maternal Infant Health Program, or Public Health Nursing. | | | | 586-465-8429 | https://www.macombgov.org/departments/health-department | Call first | Pregnant people and families with babies who live in Macomb County. Each program has its own rules (first baby, income, or Medicaid). | https://www.macombgov.org/departments/health-department/maternal-child-health-home-visiting | flags=pregnant
Free hearing and vision checks for kids, Macomb County | Macomb County Health Department | health.vision | Free hearing and vision checks for kids 3 to 18, by appointment at places and dates across the county. Kindergarten needs one. When you call, they tell you where and when. | 25401 Harper Ave, Suite 3 | St. Clair Shores | 48081 | 586-412-5945 | https://www.macombgov.org/departments/health-department | Office Mon-Fri 8:30am-5pm. Call first. | Children 3 to 18. | https://www.macombgov.org/departments/health-department/community-health-planning-and-promotion/hearing-and | flags=appointment_required,youth
MyCare Health Center, Center Line | MyCare Health Center | health.clinic | See a doctor for check-ups, shots, physicals and long-term health problems. No insurance or Medicaid is OK; you may pay less based on your household. | 6900 E 10 Mile Rd | Center Line | 48015 | 586-756-7777 | https://www.mycarehealthcenter.org/ | Mon-Thu 8am-7pm; Fri 8am-5pm | Newborns to adults over 65. | https://www.mycarehealthcenter.org/about-us/locations/ | flags=sliding_fee,medicaid
MyCare dentist, Center Line | MyCare Health Center | health.dental | Dentist for kids and adults: cleanings, fillings, crowns, dentures, partials and pulling teeth. With no dental coverage, you pay based on income and household size. | 6900 E 10 Mile Rd | Center Line | 48015 | 586-467-0980 | https://www.mycarehealthcenter.org/ | Mon-Wed 8am-5pm; Thu 10am-7pm; Fri 8am-5pm | | https://www.mycarehealthcenter.org/about-us/locations/ | flags=sliding_fee,medicaid
MyCare Health Center, Mount Clemens | MyCare Health Center | health.clinic | See a doctor for check-ups, shots, physicals and long-term health problems. No insurance or Medicaid is OK; you may pay less based on your household. | 18 Market St, Suite C | Mount Clemens | 48043 | 586-783-2222 | https://www.mycarehealthcenter.org/ | Mon-Thu 8am-7pm; Fri 8am-5pm | Newborns to adults over 65. | https://www.mycarehealthcenter.org/about-us/locations/ | flags=sliding_fee,medicaid
MyCare dentist, Mount Clemens | MyCare Health Center | health.dental | Dentist for kids and adults: cleanings, fillings, crowns, dentures, partials and pulling teeth. With no dental coverage, you pay based on income and household size. | 18 Market St, Suite C | Mount Clemens | 48043 | 586-783-2222 | https://www.mycarehealthcenter.org/ | Mon 8am-5pm; Tue 10am-7pm; Wed-Fri 8am-5pm | | https://www.mycarehealthcenter.org/about-us/locations/ | flags=sliding_fee,medicaid
MyCare Health Center, Clinton Township | MyCare Health Center | health.clinic | See a doctor for check-ups, shots, physicals and long-term health problems. Open until 7pm every other Wednesday. No insurance or Medicaid is OK; you may pay less based on your household. | 43740 N Groesbeck Hwy | Clinton Township | 48036 | 586-493-0961 | https://www.mycarehealthcenter.org/ | Mon-Fri 8am-5pm | Newborns to adults over 65. | https://www.mycarehealthcenter.org/about-us/locations/ | flags=sliding_fee,medicaid
Neighbors Caring for Neighbors free clinic | Henry Ford Macomb Hospital | health.clinic | Free basic care for all ages: colds, ear infections, rashes, high blood pressure, diabetes, and school or job physicals. Appointments preferred; walk-ins only for urgent problems. Days and times change, so call first. | 15420 19 Mile Rd, Suite 200 | Clinton Township | 48038 | 586-649-6105 | https://www.henryford.com/locations/macomb | Call first | Macomb County residents (or Henry Ford Macomb Hospital patients) with no health insurance and a household income under $30,000. | https://www.henryford.com/locations/macomb/about/community-outreach/neighbors-caring-for-neighbors | flags=appointment_required
Crossroads Clubhouse | Crossroads Clubhouse | health.support | A free clubhouse for adults with a mental illness: a structured workday, cooking, office work, and help with jobs, school and housing. No referral needed. Call to set up a tour. | 27041 Schoenherr Rd, Suite A | Warren | 48088 | 586-759-9100 | https://crossroadswarren.com/ | Tours Mon-Fri 9am-4pm. Call first. | Adults 18 and older whose main diagnosis is a serious mental illness. | https://crossroadswarren.com/
Urgent care, Warren West | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 28284 Dequindre Rd | Warren | 48092 | 586-413-7069 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193747/corewell-health-urgent-care-warren-west | flags=walk_in
Urgent care, Warren East | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 28550 Schoenherr Rd | Warren | 48088 | 586-480-1685 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193737/corewell-health-urgent-care-warren-east | flags=walk_in
Urgent care on Little Mack, St. Clair Shores | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 25631 Little Mack Ave, Suite 104 | St. Clair Shores | 48081 | 586-884-2727 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193733/corewell-health-urgent-care-st-clair-shores | flags=walk_in
Urgent care in Shelby Township | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 56293 Van Dyke Ave | Shelby Township | 48316 | 586-932-4539 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193745/corewell-health-urgent-care-shelby-twp | flags=walk_in
Urgent care on Hall Rd, Macomb Township | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 15959 Hall Rd | Macomb Township | 48044 | 586-884-2688 | https://corewellhealth.org/ | Daily 7am-7pm | | https://corewellhealth.org/locations/LOC0000193729/corewell-health-urgent-care-macomb | flags=walk_in
Urgent care on Gratiot, Chesterfield | Corewell Health | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 50964 Gratiot Ave | Chesterfield Township | 48051 | 586-265-2262 | https://corewellhealth.org/ | Daily 8am-8pm | | https://corewellhealth.org/locations/LOC0000193738/corewell-health-urgent-care-chesterfield | flags=walk_in
Urgent care on 23 Mile Rd, Chesterfield | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 30795 23 Mile Rd | Chesterfield Township | 48047 | 586-277-0502 | https://www.gohealthuc.com/henry-ford | Daily 8am-8pm | | https://www.gohealthuc.com/henry-ford/locations/chesterfield-mi | flags=walk_in
Urgent care on Groesbeck, Clinton Township | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 40463 S Groesbeck Hwy | Clinton Township | 48036 | 586-300-9114 | https://www.gohealthuc.com/henry-ford | Daily 8am-8pm | | https://www.gohealthuc.com/henry-ford/locations/clinton-township | flags=walk_in
Urgent care on 15 Mile Rd, Clinton Township | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. GoHealth calls this its Fraser center. | 15717 15 Mile Rd | Clinton Township | 48035 | 586-210-6923 | https://www.gohealthuc.com/henry-ford | Daily 8am-8pm | | https://www.gohealthuc.com/henry-ford/locations/fraser | flags=walk_in
Urgent care on Greater Mack, St. Clair Shores | Henry Ford-GoHealth Urgent Care | health.urgent | Walk in for a small illness or injury that will not wait for a regular visit. It is not free: they take insurance, or you pay yourself. | 21435 Greater Mack Ave | St. Clair Shores | 48080 | 586-298-1927 | https://www.gohealthuc.com/henry-ford | Mon-Fri 8am-8pm; Sat-Sun 9am-5pm | | https://www.gohealthuc.com/henry-ford/locations/st-clair-shores | flags=walk_in
