sal_id,svc_id,org_id,org_name,service_name,location_name,category,what,eligibility,address_1,city,zip,lat,lon,service_area,phone,phone_label,phone2,phone2_label,phone2_source_url,website,availability,hours_text,flags,notice,status,checked_at_entry,entry_method,source_type,source_name,source_url,internal_note
sal_dream_center_friday_free_food,,org_dream_center_of_michigan,Dream Center of Michigan,Friday free food,"Friday free food, Dream Center of Michigan",food.pantry,"Free food on Fridays. Gleaners lists it as a food pantry and soup kitchen, so call to ask what is given out.",,830 Auburn Avenue,Pontiac,48342,42.634946,-83.259850,,248-221-5747,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,Dream Center of Michigan website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_eastside_church_food_pantry,,org_eastside_church_of_christ,Eastside Church of Christ,Food pantry,"Food pantry, Eastside Church of Christ",food.pantry,Free groceries once a month.,,149 Martin Luther King Jr. Blvd.,Pontiac,48341,42.633859,-83.268735,,248-701-3848,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,Eastside Church of Christ website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_faith_lutheran_food_pantry,,org_faith_lutheran_church,Faith Lutheran Church,Food pantry,"Food pantry, Faith Lutheran Church",food.pantry,Free groceries.,,37635 Dequindre,Troy,48083,42.568341,-83.089030,,248-689-4664,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,Faith Lutheran Church website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_franciscan_outreach_food_pantry,,org_franciscan_outreach_program,Franciscan Outreach Program,Food pantry,"Food pantry, Franciscan Outreach Program",food.pantry,Free groceries. It is at Transfiguration Parish.,,25225 Code Rd.,Southfield,48033,42.474695,-83.265601,,248-356-6350,,,,,,call_first,Mondays 9am-11:30am. Gleaners also lists Wednesdays 9am-11:30am. Call first.,,,active,2026-09-24,auto_check,seed_list,Franciscan Outreach Program website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_franklin_road_food_pantry,,org_franklin_road_church_of_christ,Franklin Road Church of Christ,Food pantry,"Food pantry, Franklin Road Church of Christ",food.pantry,Free groceries once a month.,,1400 Franklin Road,Pontiac,48341,42.608798,-83.287763,,248-895-4031,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,Franklin Road Church of Christ website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_hospitality_house_food_pantry,,org_hospitality_house_food_pantry,Hospitality House Food Pantry,Hospitality House food pantry,Hospitality House food pantry,food.pantry,"Free groceries. You shop and pick your own food, twice a month. Sign up online first, or call.","For households in need at or below 300% of the poverty level, or on SNAP, WIC, SSI or free school meals. You say so yourself; no proof needed. No address rule. New clients: come at least 1 hour before closing.","2075 E. West Maple Rd, Ste B204",Commerce Township,48390,42.541390,-83.456559,,248-960-9975,,,,,https://www.hhfp.org/,call_first,Mon noon-7pm; Tue 12:30pm-4:30pm; some Thursdays 10am to 2pm or 6:30pm; 2nd and 4th Saturdays 10am-2pm. Call first.,,,active,2026-09-24,auto_check,seed_list,Hospitality House Food Pantry website,https://www.hhfp.org/get-help/food-assistance/,
sal_lakecrest_baptist_food_pantry_by_appointment,,org_lakecrest_baptist_church,Lakecrest Baptist Church,Food pantry by appointment,"Food pantry by appointment, Lakecrest Baptist Church",food.pantry,Free groceries. You need an appointment.,,35 Airport Rd.,Waterford,48327,42.646833,-83.405388,,248-681-3214,,,,,,call_first,"Sat 10:30am-12:30pm, by appointment",appointment_required,,active,2026-09-24,auto_check,seed_list,Lakecrest Baptist Church website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_lighthouse_pontiac_food_pantry,,org_lighthouse,Lighthouse,Pontiac food pantry,"Pontiac food pantry, Lighthouse",food.pantry,"Free food, personal care items, baby supplies and household items. Park near Door D and call to place your order.",You can get food once a month.,46156 Woodward Ave,Pontiac,48342,42.630192,-83.288519,,248-920-6000,Ext. 2225 to place your order,,,,https://lighthousemi.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Lighthouse website,https://lighthousemi.org/service/food-services/,
sal_lighthouse_southfield_food_pantry_at_st_david_s,,org_lighthouse,Lighthouse,Southfield food pantry at St. David's,"Southfield food pantry at St. David's, Lighthouse",food.pantry,Free food at St. David's Episcopal Church.,You can get food once a month.,16200 W 12 Mile Rd,Southfield,48076,42.502863,-83.209166,,248-920-6000,Lighthouse main line,,,,https://lighthousemi.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Lighthouse website,https://lighthousemi.org/service/food-services/,
sal_hot_lunch_at_matchan_nutrition_center,,org_matchan_nutrition_center,Matchan Nutrition Center,Hot lunch at Matchan Nutrition Center,Hot lunch at Matchan Nutrition Center,food.meal,"Free hot meals, made from scratch. It is inside All Saints' Episcopal Church.",Anyone in need.,171 W Pike St.,Pontiac,48341,42.635441,-83.297974,,248-334-7750,,,,,https://www.matchannutritioncenter.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Matchan Nutrition Center website,https://www.matchannutritioncenter.org/get-help,
sal_matchan_nutrition_matchan_marketplace_groceries,,org_matchan_nutrition_center,Matchan Nutrition Center,Matchan Marketplace groceries,Matchan Marketplace groceries,food.pantry,Free groceries from the Matchan Marketplace. Free clothing and hygiene products too. It is inside All Saints' Episcopal Church.,Anyone in need.,171 W Pike St.,Pontiac,48341,42.635441,-83.297974,,248-334-7750,,,,,https://www.matchannutritioncenter.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Matchan Nutrition Center website,https://www.matchannutritioncenter.org/get-help,
sal_rochester_area_neighborhood_house_food_pantry,,org_rochester_area_neighborhood_house,Rochester Area Neighborhood House,Neighborhood House food pantry,Neighborhood House food pantry,food.pantry,Free groceries. You shop for what you need. It is inside First Congregational Church.,New clients sign up with Neighborhood House first. Call the main office.,1315 N. Pine Street,Rochester,48307,42.692419,-83.136984,,248-656-4904,Food pantry,248-651-5836,"Main office, to sign up",,https://www.ranh.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Rochester Area Neighborhood House website,https://www.ranh.org/hours-of-operation,
sal_new_springfield_food_pantry,,org_new_springfield_missionary_baptist_churc,New Springfield Missionary Baptist Church,Food pantry,"Food pantry, New Springfield Missionary Baptist Church",food.pantry,Free groceries once a month.,,124 Prospect,Pontiac,48341,42.624638,-83.283001,,248-332-8242,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,New Springfield Missionary Baptist Church website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_oakland_hope_food_pantry,,org_oakland_hope,Oakland HOPE,Oakland HOPE food pantry,Oakland HOPE food pantry,food.pantry,"Free groceries once a week. Walk in, no appointment. After you check in, drive around the building and they load the food into your trunk.","For Oakland County residents. Bring a government photo ID. On your first visit, fill out a sign-up form (English or Spanish).",20 E. Walton Blvd.,Pontiac,48340,42.676975,-83.299956,,248-309-3658,,,,,https://www.oaklandhope.org/,scheduled,,walk_in,,active,2026-09-24,auto_check,seed_list,Oakland HOPE website,https://www.oaklandhope.org/Food-Pantry,
sal_open_arms_food_pantry,,org_open_arms_food_pantry,Open Arms Food Pantry,Food pantry,Food pantry,food.pantry,Free groceries once a month.,,451 W. Kennett Rd.,Pontiac,48340,42.664465,-83.314759,,248-496-4662,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,Open Arms Food Pantry website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_open_door_open_door_food_pantry_main_campus,,org_open_door_outreach_center,Open Door Outreach Center,"Open Door food pantry, main campus","Open Door food pantry, main campus",food.pantry,Free groceries. Call to make an appointment.,Their Client Services page lists what to bring.,7124 Cooley Lake Rd.,Waterford,48327,42.615541,-83.425743,,248-360-2930,,,,,https://opendoormi.org/,call_first,"Mon, Tue, Thu, Fri 10am-4pm, by appointment",appointment_required,,active,2026-09-24,auto_check,seed_list,Open Door Outreach Center website,https://opendoormi.org/food-pantry/,
sal_open_door_open_door_north_food_pantry_at_st_stephen,,org_open_door_outreach_center,Open Door Outreach Center,Open Door North food pantry at St. Stephen,Open Door North food pantry at St. Stephen,food.pantry,Free groceries. Call to make an appointment.,Their Client Services page lists what to bring.,3795 Sashabaw Rd.,Waterford,48329,42.693592,-83.373018,,248-360-2930,,,,,https://opendoormi.org/,call_first,"Tue 10am-1pm, by appointment",appointment_required,,active,2026-09-24,auto_check,seed_list,Open Door Outreach Center website,https://opendoormi.org/food-pantry/,
sal_open_hands_food_pantry,,org_open_hands_food_pantry_at_st_john_s_epis,Open Hands Food Pantry at St. John's Episcopal Church,Food pantry,Food pantry,food.pantry,Free groceries twice a month.,,26998 Woodward Ave,Royal Oak,48067,42.489470,-83.158521,,947-900-1263,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,Open Hands Food Pantry at St. John's Episcopal Church website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_remnant_project_food_pantry_by_appointment,,org_remnant_project_ministries,Remnant Project Ministries,Food pantry by appointment,"Food pantry by appointment, Remnant Project Ministries",food.pantry,Free groceries. You need an appointment.,,531 E. Flint,Lake Orion,48362,42.784194,-83.233680,,248-765-2233,,,,,,call_first,"Tue 9:30am-4:30pm, by appointment",appointment_required,,active,2026-09-24,auto_check,seed_list,Remnant Project Ministries website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_renaissance_vineyard_food_pantry,,org_renaissance_vineyard_church,Renaissance Vineyard Church,Food pantry,"Food pantry, Renaissance Vineyard Church",food.pantry,Free groceries. Gleaners says you need an appointment.,,1841 Pinecrest Dr.,Ferndale,48220,42.460673,-83.147948,,248-545-4664,Ext. 2,,,,,call_first,Mondays 4pm-6pm. Gleaners says the 1st and 3rd Mondays; Forgotten Harvest says every Monday. Call first.,appointment_required,,active,2026-09-24,auto_check,seed_list,Renaissance Vineyard Church website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_salvation_army_pontiac_corps_food_pantry,,org_salvation_army,Salvation Army,Pontiac corps food pantry,"Pontiac corps food pantry, Salvation Army",food.pantry,Free groceries. You need an appointment.,,469 S Martin Luther King Blvd.,Pontiac,48342,42.625294,-83.268378,,248-334-2407,,,,,https://centralusa.salvationarmy.org/pontiac/,call_first,"Mon-Fri 9am-3pm, by appointment",appointment_required,,active,2026-09-24,auto_check,seed_list,Salvation Army website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_salvation_army_royal_oak_corps_food_pantry,,org_salvation_army,Salvation Army,Royal Oak corps food pantry,"Royal Oak corps food pantry, Salvation Army",food.pantry,Free groceries. You need an appointment.,,3015 N. Main,Royal Oak,48073,42.516432,-83.145487,,248-585-5600,,,,,,call_first,"Mon-Fri 8:30am-4:30pm, by appointment",appointment_required,,active,2026-09-24,auto_check,seed_list,Salvation Army website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_salvation_army_farmington_hills_food_pantry,,org_salvation_army,Salvation Army,Farmington Hills food pantry,"Farmington Hills food pantry, Salvation Army",food.pantry,Free groceries.,,27500 Shiawassee,Farmington Hills,48336,42.450009,-83.318326,,,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,Salvation Army website,https://www.forgottenharvest.org/wp-admin/admin-ajax.php?action=store_search&lat=42.4504&lng=-83.3179&max_results=5&search_radius=1,
sal_st_stephen_food_pantry_by_appointment,,org_st_stephen_missionary_baptist_church_out,St. Stephen Missionary Baptist Church Outreach,Food pantry by appointment,"Food pantry by appointment, St. Stephen Missionary Baptist Church Outreach",food.pantry,Free groceries. You need an appointment. You can also call for emergency food at any time.,,69 S. Astor St.,Pontiac,48342,42.636563,-83.265818,,248-335-5873,,,,,,scheduled,,appointment_required,,active,2026-09-24,auto_check,seed_list,St. Stephen Missionary Baptist Church Outreach website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_st_vincent_south_oakland_food_depot,,org_st_vincent_de_paul,St. Vincent de Paul,South Oakland Food Depot,"South Oakland Food Depot, St. Vincent de Paul",food.pantry,Free shelf food and household supplies. It is inside the St. Vincent de Paul store.,No appointment needed. You may come every 4 weeks.,28720 N. Stephenson Highway,Madison Heights,48071,,,madison_heights,,,,,,https://www.svdpfooddepot.org/,scheduled,,walk_in,,active,2026-09-24,auto_check,seed_list,St. Vincent de Paul website,https://www.svdpfooddepot.org/,"[2026-09-24] Matched its source page, but held: it has an address the Census geocoder could not place, and query-spec gives a row with no coordinate distance band 0, so it would rank as nearest for everyone in the area. Publish once it has a coordinate, or once a coarse area for non-DV rows is decided. [2026-09-24] Published with service_area ""madison_heights"" (Kyle's choice (a)): it ranks by that area's reference point and shows ""Serves"" it, never a distance."
sal_ten_mile_food_pantry,,org_ten_mile_free_will_baptist_at_redemption,Ten Mile Free Will Baptist at Redemption Bible Church,Food pantry,"Food pantry, Ten Mile Free Will Baptist at Redemption Bible Church",food.pantry,Free groceries.,,74 West 10 Mile Road,Madison Heights,48071,42.476201,-83.105730,,248-541-5152,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,Ten Mile Free Will Baptist at Redemption Bible Church website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_the_river_food_pantry,,org_the_river_church,The River Church,Food pantry,"Food pantry, The River Church",food.pantry,Free groceries twice a month.,,3411 Airport Road,Waterford,48329,42.689455,-83.407411,,248-328-0490,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,The River Church website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_yad_ezra_kosher_food_pantry,,org_yad_ezra,Yad Ezra,Kosher food pantry,"Kosher food pantry, Yad Ezra",food.pantry,Free kosher groceries. You pick the foods you want. There is a drive-through window.,"For people with low income who are Jewish, work for a Jewish agency, or live in Jewish subsidized housing: food about every 4 weeks. Anyone who says they need food gets groceries at least one time.",2850 W. 11 Mile Road,Berkley,48072,42.488765,-83.187010,,248-548-3663,,,,,https://www.yadezra.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Yad Ezra website,https://www.yadezra.org/services/,
sal_yapo_computer_food_pantry,,org_yapo_computer_learning_center,Yapo Computer Learning Center,Food pantry,"Food pantry, Yapo Computer Learning Center",food.pantry,Free groceries.,,26 Leanee Ln.,Pontiac,48340,42.672546,-83.316828,,248-338-7790,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,Yapo Computer Learning Center website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_zion_lutheran_food_pantry,,org_zion_lutheran_church,Zion Lutheran Church,Food pantry,"Food pantry, Zion Lutheran Church",food.pantry,Free groceries once a month.,,143 Albany St.,Ferndale,48220,42.458236,-83.133977,,248-398-5510,Ext. 101,,,,,call_first,"3rd Wednesday of the month from 9am. Gleaners' end time reads ""10:30pm"". Call first.",,,active,2026-09-24,auto_check,seed_list,Zion Lutheran Church website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_zion_community_food_pantry,,org_zion_community_outreach,Zion Community Outreach,Food pantry,"Food pantry, Zion Community Outreach",food.pantry,Free groceries.,,20883 Reimanville,Ferndale,48220,42.447582,-83.155555,,,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,Zion Community Outreach website,https://www.forgottenharvest.org/wp-admin/admin-ajax.php?action=store_search&lat=42.4476&lng=-83.1558&max_results=5&search_radius=1,
sal_moriah_high_food_pantry,,org_moriah_high_place,Moriah High Place,Food pantry,"Food pantry, Moriah High Place",food.pantry,Free groceries.,,313 E. Walton,Pontiac,48340,42.677287,-83.289112,,,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,Moriah High Place website,https://www.forgottenharvest.org/wp-admin/admin-ajax.php?action=store_search&lat=42.6722&lng=-83.2881&max_results=5&search_radius=1,
sal_st_joseph_food_pantry,,org_st_joseph_family_support,St. Joseph Family Support,Food pantry,"Food pantry, St. Joseph Family Support",food.pantry,Free groceries.,,3605 Livernois,Troy,48083,42.570671,-83.148130,,,,,,,,scheduled,,,,active,2026-09-24,auto_check,seed_list,St. Joseph Family Support website,https://www.forgottenharvest.org/wp-admin/admin-ajax.php?action=store_search&lat=42.5713&lng=-83.1483&max_results=5&search_radius=1,
sal_forgotten_harvest_community_choice_market_in_oak_park,,org_forgotten_harvest,Forgotten Harvest,Community Choice Market in Oak Park,"Community Choice Market in Oak Park, Forgotten Harvest",food.pantry,"A free grocery-style market. You pick fresh and shelf foods. By appointment only, and appointments are booked months ahead. Ask online or leave a message.",Enter on the west (far left) side of the building. Bring bags if you can.,15000 W. Eight Mile Rd,Oak Park,48237,42.445357,-83.190882,,248-268-7756,Leave a message,,,,https://www.forgottenharvest.org/,call_first,By appointment only. Mon 9am-noon & 1pm-5:30pm; Tue-Fri 9am-noon & 1pm-4pm.,appointment_required,,active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/find-food/,
sal_gleaners_community_drive_up_food_at_oakland_county_farme,,org_gleaners_community_food_bank,Gleaners Community Food Bank,Drive-up food at Oakland County Farmers Market,Drive-up food at Oakland County Farmers Market,food.mobile,Free groceries from a Gleaners truck. Stay in your car. It ends when the food runs out.,,2350 Pontiac Lake Rd.,Waterford,48328,42.653419,-83.334991,,,,,,,,call_first,Some Wednesdays 9am-10am. Gleaners lists the dates ahead on its pantrynet.org map.,,"Gleaners lists Oct 14, Oct 28, Nov 11, Nov 25, Dec 9 and Dec 23, 2026 (Sep 30 canceled), then every two weeks into September 2027.",active,2026-09-24,auto_check,seed_list,Gleaners Community Food Bank website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_gleaners_community_drive_up_food_at_the_south_oakland_he,,org_gleaners_community_food_bank,Gleaners Community Food Bank,Drive-up food at the South Oakland Health Center,Drive-up food at the South Oakland Health Center,food.mobile,Free groceries from a Gleaners truck. Stay in your car. It ends when the food runs out.,,27725 Greenfield Rd.,Southfield,48076,42.494015,-83.202750,,,,,,,,call_first,Some Thursdays 1:30pm-2:30pm. Gleaners lists the dates ahead on its pantrynet.org map.,,"Gleaners lists Oct 1, Oct 15, Oct 29, Nov 12 and Dec 10, 2026, then about every two weeks into September 2027.",active,2026-09-24,auto_check,seed_list,Gleaners Community Food Bank website,https://pantrynet.org/wp-json/pantrynet/v1/locations,
sal_forgotten_harvest_mobile_food_pantry_at_bussey_center,,org_forgotten_harvest,Forgotten Harvest,Mobile food pantry at Bussey Center,"Mobile food pantry at Bussey Center, Forgotten Harvest",food.mobile,Free groceries from a Forgotten Harvest truck. It ends when the food runs out.,,24501 Fredrick St,Southfield,48033,42.449922,-83.289264,,248-967-1500,Forgotten Harvest main line,,,,https://www.forgottenharvest.org/,call_first,1st and 3rd Fridays of the month 2pm-4pm. Forgotten Harvest lists the dates two weeks at a time. Call first.,,"Forgotten Harvest's list showed this stop on Friday, Sep 18, 2026.",active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/find-food/,
sal_forgotten_harvest_mobile_food_pantry_at_tawheed_center_o,,org_forgotten_harvest,Forgotten Harvest,Mobile food pantry at Tawheed Center of Novi,"Mobile food pantry at Tawheed Center of Novi, Forgotten Harvest",food.mobile,Free groceries from a Forgotten Harvest truck. The line starts at 9am. It ends when the food runs out.,,24101 Novi Rd,Novi,48375,42.465840,-83.474771,,248-967-1500,Forgotten Harvest main line,,,,https://www.forgottenharvest.org/,call_first,1st and 3rd Saturdays of the month 10am-11am. Forgotten Harvest lists the dates two weeks at a time. Call first.,,"Forgotten Harvest's list showed this stop on Saturday, Sep 19, 2026.",active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/find-food/,
sal_forgotten_harvest_mobile_food_pantry_at_woodside_orion,,org_forgotten_harvest,Forgotten Harvest,Mobile food pantry at Woodside Orion,"Mobile food pantry at Woodside Orion, Forgotten Harvest",food.mobile,Free groceries from a Forgotten Harvest truck. It ends when the food runs out.,,2500 Joslyn Rd,Lake Orion,48360,42.749276,-83.284177,,248-967-1500,Forgotten Harvest main line,,,,https://www.forgottenharvest.org/,call_first,Some Mondays 9am-11am. Forgotten Harvest lists the dates two weeks at a time. Call first.,,"Forgotten Harvest's list showed this stop on Monday, Sep 21, 2026, 9am-11am. Its map says Mondays 9am-noon.",active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/find-food/,
sal_forgotten_harvest_mobile_food_pantry_at_second_new_hope_,,org_forgotten_harvest,Forgotten Harvest,Mobile food pantry at Second New Hope in Ferndale,"Mobile food pantry at Second New Hope in Ferndale, Forgotten Harvest",food.mobile,"Free groceries from a Forgotten Harvest truck, with Unify Detroit. It ends when the food runs out.",,21250 Bethlawn Blvd,Ferndale,48220,42.450468,-83.154076,,248-967-1500,Forgotten Harvest main line,,,,https://www.forgottenharvest.org/,call_first,2nd and 4th Tuesdays of the month 9am-11am. Forgotten Harvest lists the dates two weeks at a time. Call first.,,"Forgotten Harvest's list showed this stop on Tuesday, Sep 22, 2026.",active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/find-food/,
sal_forgotten_harvest_mobile_food_pantry_at_oakland_church_o,,org_forgotten_harvest,Forgotten Harvest,Mobile food pantry at Oakland Church of Christ,"Mobile food pantry at Oakland Church of Christ, Forgotten Harvest",food.mobile,Free groceries from a Forgotten Harvest truck. It ends when the food runs out.,,23333 W 10 Mile Rd,Southfield,48033,42.472077,-83.273155,,248-967-1500,Forgotten Harvest main line,,,,https://www.forgottenharvest.org/,call_first,2nd and 4th Thursdays of the month 9am-noon. Forgotten Harvest lists the dates two weeks at a time. Call first.,,"Forgotten Harvest's list showed this stop on Thursday, Sep 24, 2026.",active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/find-food/,
sal_forgotten_harvest_mobile_food_pantry_at_woodside_pontiac,,org_forgotten_harvest,Forgotten Harvest,Mobile food pantry at Woodside Pontiac,"Mobile food pantry at Woodside Pontiac, Forgotten Harvest",food.mobile,Free groceries from a Forgotten Harvest truck. It ends when the food runs out.,,830 Auburn Ave,Pontiac,48342,42.634946,-83.259850,,248-967-1500,Forgotten Harvest main line,,,,https://www.forgottenharvest.org/,call_first,2nd and 4th Fridays of the month 2pm-4pm. Forgotten Harvest lists the dates two weeks at a time. Call first.,,"Forgotten Harvest's list showed this stop on Friday, Sep 25, 2026.",active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/find-food/,
sal_forgotten_harvest_mobile_food_pantry_at_madison_heights_,,org_forgotten_harvest,Forgotten Harvest,Mobile food pantry at Madison Heights Church of the Nazarene,"Mobile food pantry at Madison Heights Church of the Nazarene, Forgotten Harvest",food.mobile,Free groceries from a Forgotten Harvest truck. It ends when the food runs out.,,555 East 13 Mile Rd,Madison Heights,48071,42.520282,-83.094490,,248-967-1500,Forgotten Harvest main line,,,,https://www.forgottenharvest.org/,call_first,2nd and 4th Saturdays of the month 9am-11am. Forgotten Harvest lists the dates two weeks at a time. Call first.,,"Forgotten Harvest's list showed this stop on Saturday, Sep 26, 2026.",active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/find-food/,
sal_forgotten_harvest_mobile_food_pantry_at_silver_lake_chur,,org_forgotten_harvest,Forgotten Harvest,Mobile food pantry at Silver Lake Church of the Nazarene,"Mobile food pantry at Silver Lake Church of the Nazarene, Forgotten Harvest",food.mobile,Free groceries from a Forgotten Harvest truck. It ends when the food runs out.,,520 W. Walton,Pontiac,48342,42.678599,-83.320363,,,,,,,https://www.forgottenharvest.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/wp-admin/admin-ajax.php?action=store_search&lat=42.679&lng=-83.3199&max_results=5&search_radius=1,
sal_forgotten_harvest_mobile_food_pantry_at_family_victory_o,,org_forgotten_harvest,Forgotten Harvest,Mobile food pantry at Family Victory Outreach,"Mobile food pantry at Family Victory Outreach, Forgotten Harvest",food.mobile,Free groceries from a Forgotten Harvest truck. It ends when the food runs out.,,19421 W. 10 Mile,Southfield,48075,42.472962,-83.236001,,,,,,,https://www.forgottenharvest.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/wp-admin/admin-ajax.php?action=store_search&lat=42.4724&lng=-83.2359&max_results=5&search_radius=1,
sal_forgotten_harvest_mobile_food_pantry_at_first_baptist_ch,,org_forgotten_harvest,Forgotten Harvest,Mobile food pantry at First Baptist Church of Wixom,"Mobile food pantry at First Baptist Church of Wixom, Forgotten Harvest",food.mobile,Free groceries from a Forgotten Harvest truck. It ends when the food runs out.,,620 N. Wixom,Wixom,48393,42.530645,-83.536279,,,,,,,https://www.forgottenharvest.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/wp-admin/admin-ajax.php?action=store_search&lat=42.5301&lng=-83.5349&max_results=5&search_radius=1,
sal_forgotten_harvest_mobile_food_pantry_at_la_casa_amiga,,org_forgotten_harvest,Forgotten Harvest,Mobile food pantry at La Casa Amiga,"Mobile food pantry at La Casa Amiga, Forgotten Harvest",food.mobile,"Free groceries from a Forgotten Harvest truck, at Catholic Charities' La Casa Amiga. It ends when the food runs out.",,76 Williams St,Pontiac,48341,42.635732,-83.298995,,,,,,,https://www.forgottenharvest.org/,scheduled,,,,active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/wp-admin/admin-ajax.php?action=store_search&lat=42.6355&lng=-83.2992&max_results=5&search_radius=1,
sal_forgotten_harvest_community_choice_mobile_market_at_mdhh,,org_forgotten_harvest,Forgotten Harvest,Community Choice Mobile Market at MDHHS Madison Heights,"Community Choice Mobile Market at MDHHS Madison Heights, Forgotten Harvest",food.mobile,A free mobile market from Forgotten Harvest. You pick your food. You need an appointment.,You need an appointment. Forgotten Harvest's page says how to make one.,30755 Montpelier,Madison Heights,48071,42.518383,-83.113625,,,,,,,https://www.forgottenharvest.org/,scheduled,,appointment_required,,active,2026-09-24,auto_check,seed_list,Forgotten Harvest website,https://www.forgottenharvest.org/wp-admin/admin-ajax.php?action=store_search&lat=42.5179&lng=-83.114&max_results=5&search_radius=1,[2026-09-24] An email address was taken out of the public text: the app publishes no email addresses.
sal_the_baldwin_family_soup_kitchen,,org_the_baldwin_center,The Baldwin Center,Family Soup Kitchen,"Family Soup Kitchen, The Baldwin Center",food.meal,"Free hot lunch to take out. Walk up or drive through. No charge, no questions.",,212 Baldwin Ave.,Pontiac,48342,42.650909,-83.299293,,248-332-6101,,,,,https://baldwincenter.org/,scheduled,,walk_in,"The Baldwin Center says meals are ""typically"" on these days. Baldwin Avenue is under construction: it suggests coming north on Cesar Chavez to Baldwin Avenue.",active,2026-09-24,auto_check,seed_list,The Baldwin Center website,https://baldwincenter.org/services/,
sal_oakland_county_wic_at_the_north_oakland_health_center,,org_oakland_county_health_division,Oakland County Health Division,WIC at the North Oakland Health Center,WIC at the North Oakland Health Center,health.dhd,"WIC gives healthy food, breastfeeding help and nutrition advice. The food comes on a WIC Bridge card. No cost. Call to see if you qualify and to make an appointment.","Pregnant women, women who just had a baby or are breastfeeding, babies, and children under 5, with income under the limit or on Medicaid or SNAP. Bring ID, proof of income, proof of address, and proof of pregnancy or a birth certificate.","1200 N. Telegraph Rd, 34E",Pontiac,48341,42.651347,-83.326967,,248-858-1272,WIC main line,,,,https://www.oaklandcountymi.gov/community/health/public-health-services/children-families/women-infants-children-wic,call_first,Call for an appointment.,"pregnant,appointment_required",,active,2026-09-24,auto_check,seed_list,Oakland County Health Division website,https://www.oaklandcountymi.gov/community/health/public-health-services/children-families/women-infants-children-wic,
